BlockName,Category,CreatedOn,Crop,DistrictName,KCCCallID,KccAns,QueryText,QueryType,Season,Sector,StateName,day,month,year
YAVATMAL,Others,2025-01-12T15:47:56.887,Others,YEVATMAL,3429564,पिक विमा बद्दल अधिकच्या माहितीसाठी आपल्या पिक विमा कंपनीशी संपर्क साधा धन्यवाद,FARMER ASKED ABOUT PRADHAN MANTRI FASAL BHIMA YOJANA ?,Government Schemes,NA,AGRICULTURE,MAHARASHTRA,12,1,2025
KALAMB,Others,2025-01-12T17:34:53.597,Others,YEVATMAL,3432107,"हवामान विभागाच्या अंदाजानुसार यवतमाळ जिल्हा कळम तालुक्यात हवामान अंदाज- वातावरण अंशतः ढगाळ राहील. हलक्या पावसाची शक्यता आहे. आजचे तापमान कमाल ३० तर किमान 22 अंश सेल्सियस, वाऱ्याचा वेग  -4 कि.मी.ताशी राहील. हवामान विभागाच्या अंदाजानुसार आपण तूर पिकाचे मळणी नियोजन करावे. धन्यवाद..!",Farmer asked query on Weather,Weather,NA,AGRICULTURE,MAHARASHTRA,12,1,2025
PUSAD,Cereals,2025-01-12T17:45:37.513,Wheat,YEVATMAL,3432087,"हवामान विभागाच्या अंदाजानुसार येवतमाळ जिल्ह्यातील पुसद तालुक्यात, या आठवड्यामध्ये वातावरण अंशतः ढगाळ राहील, पावसाची शक्यता नाही. पुढील पाच दिवसाचे सरासरी तापमान  कमाल -३० अंश सेल्सियस आणि किमान -२२  अंश सेल्सियस , वाऱ्याचा वेग -ताशी ६ किलोमीटर आहे.  हवामान विभागाच्या अंदाजानुसार गहू पिकाला पाण्याची नियोजन करू शकता धन्यवाद ",Farmer asked query on Weather,	Water Management	,NA,AGRICULTURE,MAHARASHTRA,12,1,2025
PUSAD,Pulses,2025-01-12T19:05:30.557,Pigeon pea (red gram/arhar/tur),YEVATMAL,3432111,"महोदय, हवामान विभागाच्या अंदाजानुसार,यवतमाळ  जिल्ह्यातील पुसद  तालुक्यात पुढील पाच दिवस हवामान अंशतः ढगाळ राहील. हलक्या पावसाची शक्यता आहे .कमाल तापमान ३१  अंश सेल्सिअस आणि किमान १६ अंश सेल्सिअस राहील आणि वाऱ्याचा वेग ताशी ७ किलोमीटर असेल. हवामान अंदाजानुसार  तूर पिकाची काढणी चे नियोजन करू शकता.धन्यवाद...!",Farmer asked query on Weather,Post Harvest Preservation,NA,AGRICULTURE,MAHARASHTRA,12,1,2025
UMARKHED,Pulses,2025-01-13T08:22:55.667,Pigeon pea (red gram/arhar/tur),YEVATMAL,3434064,"नमस्कार सर, हवामान अंदाजानुसार  यवतमाळ  जिल्हा उमरखेड  तालुका या आठवड्यामध्ये वातावरण  ढगाळ  राहील, हलक्या पावसाची शक्यता नाही  . सरासरी तापमान कमाल ३१    अंश सेल्सियस आणि किमान २०   सेल्सियस , सरासरी आद्रता ८५ ते ४३  टक्के ,वाऱ्याचा वेग - ताशी ७  किलोमीटर आहे. हवामान अंदाजानुसार आपण तूर    काढणीचे , पाणी देण्याचे नियोजन करावे . धन्यवाद ..",Farmer asked query on Weather,Weather,NA,AGRICULTURE,MAHARASHTRA,13,1,2025
MAHAGAON,Millets,2025-01-13T09:50:19.813,Sorghum (Jowar/Great Millet),YEVATMAL,3433930,ज्वारी पिकामध्ये जमिनीतील ओला बघून पाण्याचे नियोजन करावे धन्यवाद!,FARMER ASKED ABOUT WATERMANAGEMEN IN SORGHUM CROP?,	Water Management	,NA,AGRICULTURE,MAHARASHTRA,13,1,2025
DIGRAS,Others,2025-01-13T10:06:24.317,Others,YEVATMAL,3433915,"शेतकरी साहेब, पीएम किसान योजनेचे स्टेटस चेक केल्यानंतर आपला मोबाईल नंबर अवैध दाखवत आहे. यासाठी महा-ई-सेवा केंद्रामध्ये जाऊन मोबाईल नंबर पुनरस्थापित करा. होत नसल्यास तालुका कृषी अधिकारी यांच्याशी संपर्क साधून तक्रार अर्ज सादर करावा. धन्यवाद..! ",FARMER ASKED ABOUT STATUS OF INSTALLMENT AND HOW TO SOLVE MOBILE NUMBER DUPLICATE OR INVALID PROBLEM IN PM KISAN YOJNA ?,Government Schemes,NA,AGRICULTURE,MAHARASHTRA,13,1,2025
NER,Others,2025-01-13T10:08:57.987,Others,YEVATMAL,3434037,"हवामान विभागाच्या अंदाजानुसार यवतमाळ जिल्ह्यातील नेर तालुक्यात पुढील 5 दिवस वातावरण ढगाळ स्वरूपाचे  राहील, पावसाची शक्‍यता . आजचे तापमान जास्तीत जास्त  २९  अंश सेल्सिअस ,कमीत कमी १८   अंश सेल्सिअस , वाऱ्याचा वेग ५   किलोमीटर / तास,",Farmer asked query on Weather,Weather,NA,AGRICULTURE,MAHARASHTRA,13,1,2025
MAHAGAON,Fiber Crops,2025-01-13T12:00:08.983,Cotton (Kapas),YEVATMAL,3433928,"शेतकरी साहेब, कापूस बियाण्यास बिजप्रक्रिया करण्यासाठी-  कार्बेन्डाजिम (५०% WP) ३ ग्रॅम प्रति १ किलो बियाणे याप्रमाणात बीजप्रक्रीया करावी. याचा फायदा मर व करपा रोग नियंत्रण करण्यास होतो. नंतर नत्र स्थिरीकरणासाठी अझॅटोबॅक्टर व स्फुरद विरघळविणारे जिवाणू संवर्धकाची १० मिली प्रति १ किलो बियाण्यास बीजप्रक्रीया करावी. धन्यवाद..!
",FARMER ASKED ABOUT SEED TREATMENT OF COTTON SEED ? ,Seeds,NA,AGRICULTURE,MAHARASHTRA,13,1,2025
MAHAGAON,Pulses,2025-01-13T12:05:01.853,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),YEVATMAL,3434000,"हरभरा पिकातील घाटे ची आकार आणि गुणवत्ता वाढीसाठी  - ००:५२:३४ -७५ ग्राम +मायक्रोला ३० मिली  /१५लिटर पाण्यामध्ये घेऊन फवारणी करावी.
",FARMER ASKED ABOUT FERTILIZER SPRAY FOR INCREASE SIZE & QUALITY  OF BENGAL GRAM CROP?,Nutrient Management,NA,AGRICULTURE,MAHARASHTRA,13,1,2025
UMARKHED,Others,2025-01-13T14:43:58.423,Others,YEVATMAL,3436540,"महाराष्ट्रातील यवतमाळच्या उमरखेडमधील सध्याचे हवामान 28 अंश सेल्सिअस असून अंशतः ढगाळ वातावरण आहे. पर्जन्यमानाची 0 टक्के शक्यता, 50 टक्के आर्द्रता आणि वाऱ्याचा वेग ताशी 4 किमी आहे.हरभरा पिकाची काढणी व पाणी व्यवस्थापन करून घ्यावी. धन्यवाद.",Farmer asked query on Weather,Weather,NA,AGRICULTURE,MAHARASHTRA,13,1,2025
DARWHA,Vegetables,2025-01-13T17:22:28.997,Ridge Gourd,YEVATMAL,3436524,"नमस्कार, दोडका पिकाची लागवड आपण १० फेब्रुवारी नंतर करावी.  ",FARMER ASKED ABOUT SOWING TIME OF RIDGE GOURD?,Cultural Practices,NA,HORTICULTURE,MAHARASHTRA,13,1,2025
MAHAGAON,Vegetables,2025-01-13T17:54:01.547,Watermelon,YEVATMAL,3436758,"महोदय टरबूज पिकामध्ये मावा, तुडतुडे ,फुलकिडे ,नागअळी व इतर अळी तसेच सर्व रोग नियंत्रणा करिता आणि सूक्ष्म अन्नद्रव्याची कमतरता भरून काढण्याकरिता पुढील फवारणी करावी प्रोफेक्स सुपर (प्रोफेनोफोस ४० %+ सायपरमेथ्रिन ४ % ईसी) हे कीटकनाशक ३० मिली + साफ (कार्बेन्डाझिम १२% + मॅन्कोझेब ६३%) हे बुरशीनाशक ३० ग्रॅम +मायक्रोला 30 मिली प्रति १५ लिटर पाण्यामध्ये घेऊन फवारणी करावी. धन्यवाद..!  
","farmer asked about caterpillar,leaf miner attack in watermelon",	Plant Protection	,NA,HORTICULTURE,MAHARASHTRA,13,1,2025
